"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"7153","Aetos Dios (Eagles of Zeus)","2130","32.1","1468","1468","16.2","8.2","7.7","-0.08","-0.16","-0.34","N/A","N/A","N/A","18-26-0","0.409"
"7155","The Robotic Rangers","2131","32.1","1468","1468","6.7","18.7","6.7","0.08","-0.24","-0.34","N/A","N/A","N/A","11-19-0","0.367"
"11154","XR-Boot","2132","32.1","1468","1468","8.5","15.2","8.4","0.05","-0.12","-0.34","N/A","N/A","N/A","6-8-0","0.429"
"6704","Mid Pacific Owls Robotics","2133","32","1467","1468","-0.2","22.7","9.5","0.14","-0.25","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"4984","Bullseye","2134","32","1467","1468","7.5","17.5","7","0.1","-0.24","-0.34","N/A","N/A","N/A","9-19-0","0.321"
"9139","Reserve Robotics","2135","32","1467","1468","3.3","17.9","10.8","0.07","-0.23","-0.23","N/A","N/A","N/A","2-7-0","0.222"
"3038","Inter-district Computers an...","2136","31.9","1467","1468","6.1","14.1","11.7","0.11","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"4265","Secret City Wildbots","2137","31.9","1467","1468","8.7","17.6","5.7","0.32","-0.26","-0.34","N/A","N/A","N/A","10-11-0","0.476"
"10421","Coded Dragons","2138","31.9","1467","1468","11.1","14","6.9","0.18","-0.17","-0.34","N/A","N/A","N/A","12-20-0","0.375"
"7117","Robotic Dragons","2139","31.9","1467","1468","5.8","20.5","5.6","0.02","-0.12","-0.34","N/A","N/A","N/A","7-4-1","0.625"
"11479","Formosa Robotics","2140","31.9","1467","1468","5.8","19.7","6.4","0.09","-0.23","-0.34","N/A","N/A","N/A","6-4-0","0.600"
"8370","Glow With The Flow","2141","31.9","1467","1468","10","11","10.9","-0.18","-0.19","-0.34","N/A","N/A","N/A","20-24-0","0.455"
"8122","Mechanical Mustaches","2142","31.8","1467","1468","7.7","15.7","8.5","0.15","-0.23","-0.34","N/A","N/A","N/A","16-16-0","0.500"
"4186","Alameda Aztechs Robotics","2143","31.8","1467","1467","2.8","20.3","8.7","0.14","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"6167","CB Bearbots","2144","31.8","1467","1467","8.8","15.4","7.5","-0.06","-0.18","-0.34","N/A","N/A","N/A","23-22-0","0.511"
"4622","CAT 5","2145","31.8","1467","1467","10.7","9.4","11.8","0.24","-0.23","-0.34","N/A","N/A","N/A","7-10-0","0.412"
"107","Team R.O.B.O.T.I.C.S.","2146","31.6","1466","1467","6.3","13.9","11.5","0.02","-0.23","-0.34","N/A","N/A","N/A","12-20-0","0.375"
"2708","Lake Effect Robotics","2147","31.6","1466","1467","9.3","6.7","15.6","-0.05","-0.1","-0.34","N/A","N/A","N/A","17-25-0","0.405"
"3489","Category 5","2148","31.6","1466","1467","7.6","15.4","8.7","-0.23","-0.24","-0.34","N/A","N/A","N/A","16-28-0","0.364"
"6896","CABOTS - Fresnillo PLC - Co...","2149","31.6","1466","1467","6.4","17.4","7.8","0.27","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"4838","Under Currents","2150","31.6","1466","1467","9.3","12.4","9.9","0.11","-0.24","-0.34","N/A","N/A","N/A","20-10-0","0.667"
"5096","The Teutonic Force","2151","31.6","1466","1467","7.1","16.4","8.1","0.13","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"11464","Lancer Nation Robotics","2152","31.6","1466","1467","10.3","16.1","5.2","0.11","-0.25","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"6744","MEHLVILLE RC","2153","31.6","1466","1467","6.9","17.6","7.1","0.15","-0.23","-0.34","N/A","N/A","N/A","5-7-0","0.417"
"9567","StormBreakers","2154","31.6","1466","1467","9.9","16.5","5.3","0.1","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"9618","Tronarchs","2155","31.6","1466","1467","8.4","12.4","10.7","0.05","-0.18","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"9631","Chargers","2156","31.5","1466","1467","3.3","12.9","15.3","0.22","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"9708","Supersonic Circuit Breakers","2157","31.5","1466","1467","12.9","13","5.7","0.01","-0.13","-0.34","N/A","N/A","N/A","6-2-0","0.750"
"537","Charger Robotics","2158","31.5","1466","1467","13.8","14.4","3.3","-0.13","-0.25","-0.34","N/A","N/A","N/A","13-27-2","0.333"
"10376","Plutonium Panthers","2159","31.5","1466","1467","9","17.6","5","0.08","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"11285","Purple Autobots","2160","31.5","1466","1467","5.9","16","9.6","-0.03","-0.24","-0.34","N/A","N/A","N/A","18-20-0","0.474"
"3268","Valhallabots","2161","31.5","1466","1467","11.3","16.8","3.5","0.18","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"8840","Bay Robotics","2162","31.5","1466","1467","8.1","16.7","6.6","0.02","-0.14","-0.34","N/A","N/A","N/A","9-17-0","0.346"
"9024","Callister","2163","31.4","1466","1466","5.7","17.3","8.5","0.08","-0.16","-0.34","N/A","N/A","N/A","12-13-0","0.480"
"9207","Redneck Robotics","2164","31.4","1466","1466","8.7","13.6","9.1","0.07","-0.23","-0.34","N/A","N/A","N/A","13-15-0","0.464"
"10016","Absolute Zero","2165","31.4","1466","1466","5.4","22.9","3","0.2","-0.23","-0.34","N/A","N/A","N/A","3-4-0","0.429"
"4153","Project Y","2166","31.4","1466","1466","7.5","12.6","11.3","-0.07","-0.25","-0.34","N/A","N/A","N/A","15-30-0","0.333"
"11240","Rotatech","2167","31.4","1466","1466","9.8","15.4","6.2","0.18","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"4342","Demon Robotics","2168","31.3","1466","1466","7.5","12.3","11.5","0.07","-0.23","-0.34","N/A","N/A","N/A","11-20-0","0.355"
"6657","Arborbotics","2169","31.3","1466","1466","12.1","12","7.3","0.26","-0.29","-0.34","N/A","N/A","N/A","11-17-0","0.393"
"7225","Mechatronic Mustangs","2170","31.3","1466","1466","6.5","14.6","10.2","0.11","-0.24","-0.34","N/A","N/A","N/A","9-18-0","0.333"
"9220","Geekos","2171","31.3","1466","1466","6.3","14.9","10.1","0.19","-0.23","-0.34","N/A","N/A","N/A","6-12-0","0.333"
"10998","VOLTARIA ROBOTICS","2172","31.3","1466","1466","10.1","12.5","8.8","0.15","-0.23","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"4226","Huskies","2173","31.2","1465","1466","10.7","15.9","4.7","0.12","-0.24","-0.34","N/A","N/A","N/A","17-18-0","0.486"
"6348","PrepaTec - HORUS","2174","31.2","1465","1466","7.1","7.7","16.3","0.3","-0.24","-0.34","N/A","N/A","N/A","11-18-0","0.379"
"7491","Cyber Soldiers","2175","31.2","1465","1466","7.1","15.5","8.6","0.22","-0.24","-0.34","N/A","N/A","N/A","15-15-0","0.500"
"6566","Battering Rams","2176","31.1","1465","1466","8.9","16.8","5.4","0.25","-0.24","-0.34","N/A","N/A","N/A","11-15-0","0.423"
"9520","Rock-it Robotics","2177","31.1","1465","1466","10.1","11","10","0.27","-0.25","-0.34","N/A","N/A","N/A","13-11-0","0.542"
"11281","Phoenix Robotics","2178","31.1","1465","1466","8.1","14.2","8.7","0.05","-0.12","-0.34","N/A","N/A","N/A","9-6-0","0.600"
"453","Rockem Sockem Robotics","2179","31.1","1465","1466","5.7","18.2","7.2","0.12","-0.24","-0.34","N/A","N/A","N/A","14-12-0","0.538"
"10186","feenx","2180","31.1","1465","1465","7.4","14.2","9.5","0.05","-0.23","-0.34","N/A","N/A","N/A","2-8-0","0.200"
"8115","Platinum Peacocks","2181","31","1465","1465","5.9","12.2","12.9","0.12","-0.09","-0.34","N/A","N/A","N/A","14-15-0","0.483"
"204","Eastern Robotic Vikings","2182","31","1465","1465","10.3","12.2","8.6","0.08","-0.24","-0.34","N/A","N/A","N/A","7-19-0","0.269"
"7601","Shenzhen Unity Stallion","2183","31","1465","1465","10.8","12","8.2","0.24","-0.23","-0.34","N/A","N/A","N/A","3-4-0","0.429"
"1518","Raider Robotics","2184","31","1465","1465","11.8","12.5","6.7","0.07","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"11312","Royal Flush","2185","31","1465","1465","11.8","9.3","9.8","0.02","-0.23","-0.34","N/A","N/A","N/A","5-3-0","0.625"
"3134","The Accelerators","2186","31","1465","1465","8.6","14.2","8.2","0.27","-0.23","-0.34","N/A","N/A","N/A","8-11-0","0.421"
"10514","Mixed Métal","2187","30.9","1465","1465","4.3","20.5","6.1","-0.06","-0.1","-0.34","N/A","N/A","N/A","14-28-0","0.333"
"709","Femme Tech Fatale","2188","30.9","1465","1465","9.2","1.4","20.3","0.03","-0.23","-0.34","N/A","N/A","N/A","9-11-0","0.450"
"10577","TARMINATORS","2189","30.9","1464","1465","8.4","15.4","7.1","-0.05","-0.24","-0.34","N/A","N/A","N/A","17-12-0","0.586"
"10221","#1 Sea Bass","2190","30.8","1464","1465","4","17","9.8","0.02","-0.18","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"5295","Aldernating Current","2191","30.8","1464","1465","6.5","19.5","4.8","0.07","-0.17","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"639","Code Red Robotics","2192","30.8","1464","1465","4.9","17.9","8","0.11","-0.23","-0.34","N/A","N/A","N/A","10-12-0","0.455"
"10470","Sancar Robotics","2193","30.8","1464","1465","8.3","17.4","5.1","0.15","-0.23","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"6188","Sting Robotics","2194","30.8","1464","1465","6.7","18.7","5.4","-0.09","-0.12","-0.34","N/A","N/A","N/A","5-8-0","0.385"
"2882","Nuts n' Boltz","2195","30.7","1464","1465","7.4","14.6","8.8","0.14","-0.24","-0.34","N/A","N/A","N/A","11-15-1","0.426"
"5924","Golden Gate Robotics","2196","30.7","1464","1465","7.3","17.5","6","0.14","-0.05","-0.34","N/A","N/A","N/A","8-20-0","0.286"
"1927","Tempest","2197","30.7","1464","1465","7.6","15.6","7.6","0.07","-0.23","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"6180","Mechanical Lions","2198","30.6","1464","1464","10.4","10.9","9.4","0","-0.24","-0.34","N/A","N/A","N/A","12-19-0","0.387"
"7717","Steam Punks","2199","30.6","1464","1464","6.1","11.9","12.6","0.02","-0.27","-0.34","2026mil","Milstein Division","8","7-12-0","0.368"
"8084","ALFA ROBOTICS","2200","30.6","1464","1464","3.8","13.7","13.1","0.13","-0.24","-0.34","N/A","N/A","N/A","13-16-0","0.448"
"8349","Newbotics","2201","30.6","1464","1464","4.6","15.4","10.6","-0.08","-0.15","-0.34","N/A","N/A","N/A","24-33-0","0.421"
"11157","Winnacunnet","2202","30.6","1464","1464","11.4","12.1","7.1","0.26","-0.25","-0.34","N/A","N/A","N/A","12-13-0","0.480"
"6243","Energy NERDs","2203","30.6","1464","1464","7.3","16.6","6.7","0","-0.24","-0.34","N/A","N/A","N/A","11-18-0","0.379"
"5298","E-TECH CHARGERS","2204","30.6","1464","1464","10.9","10.1","9.6","0.08","-0.23","-0.34","N/A","N/A","N/A","11-12-0","0.478"
"5902","The Wire Clippers","2205","30.6","1464","1464","6.3","13.9","10.3","0.28","-0.24","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"9578","Player One","2206","30.5","1464","1464","4","18.3","8.2","0.13","-0.24","-0.34","N/A","N/A","N/A","12-15-0","0.444"
"4328","Furious Falcons","2207","30.5","1464","1464","8.9","12.2","9.4","0.14","-0.24","-0.34","N/A","N/A","N/A","13-14-1","0.482"
"7497","MARAHO","2208","30.5","1464","1464","10.1","12.8","7.7","0.15","-0.23","-0.34","N/A","N/A","N/A","7-7-0","0.500"
"5212","TAMSformers Robotics","2209","30.5","1463","1464","8.2","13.4","8.9","-0.06","-0.23","-0.34","N/A","N/A","N/A","4-8-0","0.333"
"5689","CK Cyber Pack","2210","30.5","1463","1464","9.5","14.1","6.9","-0.05","-0.21","-0.34","N/A","N/A","N/A","15-27-0","0.357"
"10231","Midnight Circuits","2211","30.5","1463","1464","4.9","14.8","10.8","-0.08","-0.24","-0.34","N/A","N/A","N/A","14-28-0","0.333"
"11022","RISING STAR ROBOTIC TEAM","2212","30.5","1463","1464","5.6","18.8","6.1","0.15","-0.13","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"6343","Steel Ridge","2213","30.4","1463","1464","7.1","11.5","11.8","0.03","-0.23","-0.34","N/A","N/A","N/A","11-20-0","0.355"
"2667","Knights of the Valley","2214","30.4","1463","1464","7.9","17.6","4.9","0.16","-0.23","-0.34","N/A","N/A","N/A","7-13-0","0.350"
"5530","Greenhills Lawnmowers","2215","30.4","1463","1464","7.7","17.3","5.4","0.04","-0.23","-0.34","N/A","N/A","N/A","12-19-1","0.391"
"6122","Potential Energy","2216","30.4","1463","1464","8.5","15.4","6.5","0.02","-0.17","-0.34","N/A","N/A","N/A","10-20-0","0.333"
"1329","The ViPrs","2217","30.4","1463","1464","9.6","16","4.7","0.09","-0.23","-0.34","N/A","N/A","N/A","7-7-0","0.500"
"451","Cat Attack Robotics","2218","30.3","1463","1464","7.6","8.4","14.4","0.09","-0.24","-0.34","N/A","N/A","N/A","7-14-0","0.333"
"1635","TECHNOTICS","2219","30.3","1463","1464","9.2","19","2.1","0.15","-0.23","-0.34","N/A","N/A","N/A","4-4-0","0.500"
"3042","Cobalt Catalysts","2220","30.3","1463","1463","9.1","14.1","7","0.2","-0.23","-0.34","N/A","N/A","N/A","11-13-0","0.458"
"8590","Cavbotics","2221","30.3","1463","1463","6.3","14.1","10","-0.16","-0.2","-0.34","N/A","N/A","N/A","19-25-0","0.432"
"3958","Schrodinger's Cat","2222","30.3","1463","1463","10.8","10.8","8.7","-0.11","-0.13","-0.34","N/A","N/A","N/A","14-27-0","0.341"
"4964","Roosevelt Robotics","2223","30.3","1463","1463","11.6","12.6","6.1","0.04","-0.18","-0.34","N/A","N/A","N/A","15-10-0","0.600"
"7414","Retrobotics","2224","30.3","1463","1463","4.5","17.1","8.7","0","-0.17","-0.34","N/A","N/A","N/A","14-16-0","0.467"
"10606","The Foley Flare","2225","30.3","1463","1463","9.7","11.6","9.1","0.11","-0.13","-0.34","N/A","N/A","N/A","9-17-0","0.346"
"691","Project 691 Robotics","2226","30.3","1463","1463","8","15.8","6.5","0.2","-0.24","-0.34","N/A","N/A","N/A","8-16-0","0.333"
"1828","BoxerBots","2227","30.3","1463","1463","8.9","10.7","10.6","0.13","-0.24","-0.34","N/A","N/A","N/A","7-14-0","0.333"
"3876","Mabton LugNutz","2228","30.3","1463","1463","10.3","13.7","6.3","0.13","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"9180","Ursa Major Robotics","2229","30.3","1463","1463","6.2","13.3","10.8","0.13","-0.23","-0.34","N/A","N/A","N/A","8-7-0","0.533"
"10203","LANCE","2230","30.2","1463","1463","7.4","11.6","11.3","0.02","-0.23","-0.34","N/A","N/A","N/A","2-5-0","0.286"
"3484","Short Circuit","2231","30.2","1463","1463","2.9","19.1","8.2","0.09","-0.23","-0.34","N/A","N/A","N/A","9-8-0","0.529"
"7531","Servos Strike Back","2232","30.2","1463","1463","6.4","16.2","7.6","0.09","-0.23","-0.34","N/A","N/A","N/A","9-11-0","0.450"
"7784","Vassar Voltage","2233","30.2","1463","1463","7.2","17.2","5.8","0.14","-0.23","-0.34","N/A","N/A","N/A","12-14-0","0.462"
"4091","DRIFT","2234","30.1","1462","1463","10.9","17.1","2.1","0.05","-0.23","-0.34","N/A","N/A","N/A","6-4-0","0.600"
"6168","alzahrawi","2235","30.1","1462","1463","6.6","16.1","7.5","0.09","-0.22","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"7660","The Byting Irish","2236","30.1","1462","1463","9.5","13.3","7.4","0.21","-0.24","-0.34","N/A","N/A","N/A","15-15-0","0.500"
"8816","Coyotronics","2237","30.1","1462","1463","5.3","17.7","7","-0.04","-0.06","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"5806","Basement Lions","2238","30","1462","1463","6.7","14.1","9.3","0.08","-0.17","-0.34","N/A","N/A","N/A","12-9-0","0.571"
"10323","DeMolay Dynamics","2239","30","1462","1463","5.1","9.1","15.8","0.03","-0.17","-0.34","N/A","N/A","N/A","8-10-0","0.444"
"9315","Coding Comets","2240","30","1462","1463","6.9","15.1","8.1","-0.03","-0.24","-0.34","N/A","N/A","N/A","16-24-0","0.400"
"9455","DinoMights","2241","30","1462","1463","7.7","19.5","2.9","0.17","-0.24","-0.34","N/A","N/A","N/A","9-16-0","0.360"
"1764","Liberty Robotics","2242","30","1462","1463","5.2","13.7","11.1","0.23","-0.17","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"2225","Rebel Robotics","2243","30","1462","1463","5.7","15.8","8.4","0.11","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"10654","Tiger Bytes","2244","30","1462","1463","8.5","10.7","10.7","0.02","-0.24","-0.34","N/A","N/A","N/A","13-18-0","0.419"
"4361","Roxbotix","2245","30","1462","1463","3","16.5","10.6","0.15","-0.24","-0.34","N/A","N/A","N/A","13-16-0","0.448"
"2143","Team Tobor","2246","29.9","1462","1462","4","16.6","9.4","0.16","-0.24","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"8137","Byting Bulldogs","2247","29.9","1462","1462","8.4","15.3","6.3","-0.12","-0.24","-0.34","N/A","N/A","N/A","24-24-0","0.500"
"8713","Nordonia Knights","2248","29.9","1462","1462","7.5","14.7","7.7","0.16","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"3734","StarBots","2249","29.9","1462","1462","8.1","9.8","12","0.21","-0.23","-0.34","N/A","N/A","N/A","6-8-0","0.429"
"8385","Metal Madness","2250","29.9","1462","1462","6.5","13.5","9.9","0.2","-0.24","-0.34","N/A","N/A","N/A","13-14-0","0.481"
"11139","Blackhawk Robotics #11139","2251","29.9","1462","1462","9.4","18.1","2.4","0","-0.13","-0.34","N/A","N/A","N/A","11-15-0","0.423"
"3055","Furious George","2252","29.9","1462","1462","4.3","16.3","9.3","0.03","-0.17","-0.34","N/A","N/A","N/A","8-11-0","0.421"
"10987","The Legion","2253","29.9","1462","1462","6.9","13.7","9.2","0.14","-0.23","-0.34","N/A","N/A","N/A","1-8-0","0.111"
"2915","Pandamonium","2254","29.8","1462","1462","3","15.6","11.3","0.2","-0.24","-0.34","N/A","N/A","N/A","10-15-0","0.400"
"9722","Polar Robotics","2255","29.8","1462","1462","7.2","17.5","5.1","0.08","-0.24","-0.34","N/A","N/A","N/A","9-16-0","0.360"
"9767","Magnificat MagnifiBots","2256","29.8","1462","1462","13.9","0.3","15.6","0.08","-0.17","-0.34","N/A","N/A","N/A","12-11-0","0.522"
"11171","Hi Gear","2257","29.8","1462","1462","6.1","10.9","12.7","0.22","-0.2","-0.34","N/A","N/A","N/A","7-14-0","0.333"
"11274","Warrior Robotics","2258","29.8","1462","1462","10.2","14.9","4.7","0.02","-0.25","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"1675","UPS (Ultimate Protection Sq...","2259","29.7","1461","1462","9.5","9.5","10.7","0","-0.25","-0.34","N/A","N/A","N/A","19-22-1","0.464"
"2945","Steel Mustangs","2260","29.7","1461","1462","8.5","14.4","6.7","0.02","-0.17","-0.34","N/A","N/A","N/A","7-14-0","0.333"
"4617","DAUN","2261","29.7","1461","1462","8.2","13.6","7.9","0.09","0","-0.34","N/A","N/A","N/A","11-16-0","0.407"
"5735","Control Freaks","2262","29.7","1461","1462","8.5","13.5","7.7","0.13","-0.24","-0.34","N/A","N/A","N/A","15-15-0","0.500"
"9030","Qarabagh MecHack","2263","29.7","1461","1462","6.4","16.3","6.9","0.07","-0.05","-0.34","N/A","N/A","N/A","8-10-0","0.444"
"6488","RoboRams","2264","29.7","1461","1462","6.7","11.6","11.4","0.07","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"1523","MARS (Mega Awesome Robotic ...","2265","29.6","1461","1462","5.5","9.4","14.8","0.08","-0.17","-0.34","N/A","N/A","N/A","14-9-1","0.604"
"1504","Desperate Penguins","2266","29.6","1461","1462","9.8","14.9","4.9","0.06","-0.24","-0.34","N/A","N/A","N/A","7-17-0","0.292"
"6610","Robot Roll Call","2267","29.6","1461","1462","7.9","14.1","7.6","0.18","-0.24","-0.34","N/A","N/A","N/A","10-14-0","0.417"
"6622","Stan Robotix","2268","29.6","1461","1462","10.2","13.5","5.9","0.29","-0.23","-0.34","N/A","N/A","N/A","6-5-0","0.545"
"6060","Circuit Serpents","2269","29.5","1461","1461","10","5.6","13.9","0.26","-0.17","-0.34","N/A","N/A","N/A","13-16-0","0.448"
"6515","Unimatics","2270","29.5","1461","1461","6","14.3","9.3","0.07","-0.24","-0.34","N/A","N/A","N/A","14-12-0","0.538"
"8630","CAP ROBOTICS","2271","29.5","1461","1461","7.6","13.1","8.9","0.21","-0.24","-0.34","N/A","N/A","N/A","9-19-1","0.328"
"9657","SESI SENAI IPÊV4","2272","29.5","1461","1461","6.9","12.7","9.9","0.01","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"9191","My Chemical Robots","2273","29.5","1461","1461","7.4","15.5","6.5","0.11","-0.23","-0.34","N/A","N/A","N/A","7-7-0","0.500"
"6367","The ElectroLights","2274","29.5","1461","1461","6.5","15.9","7.1","0.2","-0.24","-0.34","N/A","N/A","N/A","9-17-0","0.346"
"2682","Boneyard Robotics 2682","2275","29.5","1461","1461","6.3","13.9","9.3","-0.29","-0.24","-0.34","2026cur","Curie Division","8","24-26-0","0.480"
"329","Mohawks","2276","29.5","1461","1461","3.4","17","9.1","0.1","-0.22","-0.34","N/A","N/A","N/A","6-6-0","0.500"
"4277","Thingamajiggers","2277","29.5","1461","1461","5.8","13.2","10.5","0.02","-0.23","-0.34","N/A","N/A","N/A","2-7-0","0.222"
"6025","Adroit Androids","2278","29.5","1461","1461","9.1","15.4","4.9","0.17","-0.23","-0.34","N/A","N/A","N/A","6-7-0","0.462"
"8742","Argyll Attack","2279","29.5","1461","1461","5","17.9","6.6","0.2","-0.24","-0.34","N/A","N/A","N/A","9-16-0","0.360"
"6974","Zia Robotics","2280","29.4","1461","1461","8.1","14.5","6.9","0.1","-0.24","-0.34","N/A","N/A","N/A","11-17-0","0.393"
"6909","SAKURA Tempesta","2281","29.4","1461","1461","5.3","15.9","8.2","0.24","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"10996","SRC Robotics","2282","29.4","1461","1461","4.4","15.4","9.5","-0.01","-0.23","-0.34","N/A","N/A","N/A","1-8-0","0.111"
"9426","CLAWBOTICS","2283","29.4","1460","1461","6","15.2","8.2","-0.02","-0.14","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"6838","X-SHARC","2284","29.4","1460","1461","8.1","11.8","9.4","0.1","-0.24","-0.34","N/A","N/A","N/A","11-19-0","0.367"
"4991","Horsepower","2285","29.3","1460","1461","7","16.1","6.3","0.05","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"10183","ARC","2286","29.3","1460","1461","2.9","20.4","6","0.03","-0.24","-0.34","N/A","N/A","N/A","13-14-0","0.481"
"612","Chantilly Robotics","2287","29.3","1460","1461","7.9","12.2","9.2","0.09","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"7273","ZooM 7273","2288","29.3","1460","1461","2.1","14.4","12.8","0.13","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"10353","HATAY ROBOTICS","2289","29.3","1460","1461","9.8","17.6","1.9","0.04","-0.23","-0.34","N/A","N/A","N/A","4-7-0","0.364"
"2177","The Robettes","2290","29.3","1460","1461","6.1","15.7","7.6","-0.07","-0.23","-0.34","N/A","N/A","N/A","12-9-1","0.568"
"7436","8-Bit Miners","2291","29.2","1460","1461","6.9","15.8","6.6","0.19","-0.19","-0.34","N/A","N/A","N/A","7-18-0","0.280"
"5526","Type C - Peñoles","2292","29.2","1460","1461","7.9","12.8","8.5","0.18","-0.24","-0.34","N/A","N/A","N/A","8-14-0","0.364"
"2720","Red Watch Robotics","2293","29.2","1460","1461","9.5","14.7","5.1","0.07","-0.24","-0.34","N/A","N/A","N/A","12-17-0","0.414"
"9101","Green Mountain Robotics","2294","29.2","1460","1461","8.1","14.3","6.8","0.08","-0.2","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"9153","Bearcat Robotics","2295","29.2","1460","1460","10.8","8.4","10","0.06","-0.23","-0.34","N/A","N/A","N/A","11-12-0","0.478"
"6217","Bomb-Botz","2296","29.2","1460","1460","5.5","14.6","9","0.17","-0.23","-0.34","N/A","N/A","N/A","9-13-0","0.409"
"2048","The Pink Panthers","2297","29.1","1460","1460","8.1","12.1","8.9","0.09","-0.24","-0.34","N/A","N/A","N/A","10-16-0","0.385"
"5219","TeknoSquad 5219","2298","29.1","1460","1460","3","11.3","14.9","-0.18","-0.26","-0.34","N/A","N/A","N/A","23-19-0","0.548"
"7289","Blue Eagles","2299","29.1","1460","1460","11.4","8","9.7","0.08","-0.24","-0.34","N/A","N/A","N/A","12-12-0","0.500"
"5857","Walnut Valley Robotics","2300","29.1","1460","1460","2.7","14.1","12.4","0.04","-0.24","-0.34","N/A","N/A","N/A","11-15-0","0.423"
"9668","Malfunctionz","2301","29.1","1460","1460","7.8","17.1","4.2","0.06","-0.23","-0.34","N/A","N/A","N/A","4-6-0","0.400"
"8739","Redhawk Robotics","2302","29.1","1460","1460","7.8","9.8","11.4","0.11","-0.24","-0.34","N/A","N/A","N/A","11-11-0","0.500"
"4585","Husky Robotics","2303","29.1","1460","1460","8.5","11","9.6","0.17","-0.18","-0.34","N/A","N/A","N/A","7-15-0","0.318"
"2998","VikingBots","2304","29","1460","1460","8.5","12.4","8.1","-0.03","-0.24","-0.34","N/A","N/A","N/A","10-21-0","0.323"
"6691","Torque","2305","29","1460","1460","8.5","15.2","5.4","0.13","-0.24","-0.34","N/A","N/A","N/A","6-6-0","0.500"
"11292","Icebots","2306","29","1460","1460","9.2","14.5","5.3","0.03","-0.23","-0.34","N/A","N/A","N/A","5-6-0","0.455"
"7064","Voltron Robotics","2307","29","1460","1460","6.2","11.2","11.7","0.12","-0.19","-0.34","N/A","N/A","N/A","8-13-0","0.381"
"6860","Equitum Robotics","2308","29","1460","1460","6.1","14.6","8.4","0.04","-0.17","-0.34","N/A","N/A","N/A","10-15-0","0.400"
"11269","Batteries Not Included","2309","29","1459","1460","9","8.6","11.5","-0.06","-0.26","-0.34","2026joh","Johnson Division","8","13-21-0","0.382"
"6843","Guardian Gears","2310","29","1459","1460","3.7","19.8","5.5","0.18","-0.17","-0.34","N/A","N/A","N/A","9-13-0","0.409"
"11368","SCTC ZettaBots","2311","29","1459","1460","7.7","13.3","7.9","0.08","-0.24","-0.34","N/A","N/A","N/A","10-18-0","0.357"
"10342","Lost in Translation","2312","29","1459","1460","7.1","13.9","8.1","0.1","-0.23","-0.34","N/A","N/A","N/A","3-7-0","0.300"
"11416","Raptoris Robotics","2313","29","1459","1460","4.1","17.9","7","0.04","-0.23","-0.34","N/A","N/A","N/A","7-7-1","0.500"
"9026","Aero","2314","29","1459","1460","2.2","12.3","14.5","0.15","-0.23","-0.34","N/A","N/A","N/A","3-6-0","0.333"
"9421","Nexus","2315","29","1459","1460","7.1","14","7.8","0.2","-0.23","-0.34","N/A","N/A","N/A","2-5-0","0.286"
"5587","Titan Robotics","2316","29","1459","1460","7.4","12.5","9.1","-0.15","-0.26","-0.34","N/A","N/A","N/A","18-21-0","0.462"
