"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"2183","Tigerbots","758","82.9","1567","1604","16.9","44.7","21.4","0.53","-0.17","-0.34","N/A","N/A","N/A","18-18-0","0.500"
"4952","Les Carnicas","759","82.6","1567","1603","15.2","50","17.5","0.44","-0.23","-0.34","N/A","N/A","N/A","8-6-0","0.571"
"6391","Ursuline Bearbotics","760","82.4","1566","1602","18.4","44.8","19.2","0.17","-0.21","-0.34","2026dal","Daly Division","8","26-14-0","0.650"
"5410","Eaglebotics","761","82.3","1566","1602","16.6","42.6","23.1","0.37","-0.08","-0.34","N/A","N/A","N/A","19-18-0","0.514"
"2537","Space RAIDers","762","82.1","1566","1602","18.6","44.8","18.7","0.3","-0.13","-0.34","N/A","N/A","N/A","29-19-0","0.604"
"1592","Bionic Tigers","763","82.1","1566","1601","10.6","52.1","19.4","0.43","-0.23","-0.34","N/A","N/A","N/A","10-13-0","0.435"
"2509","Tigerbots","764","82","1566","1601","14.8","45.2","22","0.61","-0.15","-0.34","N/A","N/A","N/A","12-11-0","0.522"
"5112","The Gongoliers","765","82","1566","1601","20.3","38.5","23.2","0.43","-0.07","-0.34","N/A","N/A","N/A","19-24-0","0.442"
"5817","Uni-Rex","766","82","1566","1601","22.9","28.4","30.7","0.26","-0.05","-0.34","N/A","N/A","N/A","23-22-0","0.511"
"4253","Raid Zero","767","82","1566","1601","14.7","43.7","23.6","-0.06","-0.23","-0.34","2026new","Newton Division","8","11-21-1","0.348"
"3408","cyberCubs","768","81.9","1566","1601","15.2","50.6","16.1","0.32","-0.14","-0.34","N/A","N/A","N/A","18-22-0","0.450"
"4534","Wired Wizards","769","81.7","1565","1601","16.3","47.7","17.7","0.29","-0.18","-0.34","N/A","N/A","N/A","33-17-0","0.660"
"5032","The Falcons","770","81.7","1565","1600","18.5","42.2","21","0.25","-0.09","-0.34","N/A","N/A","N/A","24-20-1","0.544"
"8280","K9.0 Robotics","771","81.6","1565","1600","9.1","48.6","24","0.27","-0.09","-0.34","2026cur","Curie Division","8","40-24-0","0.625"
"8033","Highlander Robotics","772","81.6","1565","1600","19.1","38.7","23.8","0.25","-0.02","-0.34","N/A","N/A","N/A","22-20-0","0.524"
"467","Center of Mass","773","81.5","1565","1600","16.8","39.9","24.9","0.22","-0.14","-0.34","N/A","N/A","N/A","12-30-0","0.286"
"1802","Team Stealth","774","81.4","1565","1600","19.9","45","16.5","0.38","-0.24","-0.34","N/A","N/A","N/A","14-12-0","0.538"
"6184","C4 (Capital City Chaotic Co...","775","81.4","1565","1600","6.9","52.5","22","0.36","-0.17","-0.34","N/A","N/A","N/A","12-12-0","0.500"
"1740","Cyber Colonels","776","81.2","1564","1599","9.2","51.7","20.3","0.47","-0.11","-0.34","N/A","N/A","N/A","11-19-0","0.367"
"2826","Wave Robotics","777","81.1","1564","1599","14.5","47.3","19.3","-0.02","-0.15","-0.34","2026arc","Archimedes Division","8","24-27-0","0.471"
"2710","JetStream","778","81","1564","1599","22.3","46.3","12.4","0.26","-0.15","-0.34","N/A","N/A","N/A","19-21-0","0.475"
"2530","Inconceivable","779","81","1564","1599","17.6","42.9","20.5","0.26","-0.24","-0.34","2026dal","Daly Division","8","22-16-0","0.579"
"4744","Ninjas","780","81","1564","1599","30.4","35.2","15.4","0.37","-0.03","-0.34","N/A","N/A","N/A","0-0-0","0.000"
"172","Northern Force","781","81","1564","1598","16.6","44","20.4","0.21","-0.13","-0.34","N/A","N/A","N/A","23-20-0","0.535"
"2637","Phantom Catz","782","80.9","1564","1598","25.4","34.7","20.8","0.17","-0.04","-0.34","2026cur","Curie Division","8","36-23-0","0.610"
"6429","4th Dimension","783","80.9","1564","1598","17.7","45.4","17.8","0.1","-0.08","-0.34","2026gal","Galileo Division","8","11-11-0","0.500"
"8234","Panthinators","784","80.9","1564","1598","18.2","44.4","18.3","0.39","-0.23","-0.34","N/A","N/A","N/A","12-10-0","0.545"
"4013","Clockwork Mania","785","80.7","1564","1598","14.4","46.3","20.1","0.53","-0.24","-0.34","N/A","N/A","N/A","15-11-0","0.577"
"8728","Argonauts","786","80.6","1563","1598","15.3","46.1","19.3","0.41","-0.05","-0.34","N/A","N/A","N/A","15-16-0","0.484"
"858","Demons Robotics","787","80.5","1563","1597","9.8","51.7","18.9","0.37","-0.08","-0.34","N/A","N/A","N/A","22-25-0","0.468"
"178","The 2nd Law Enforcers","788","80.4","1563","1597","16.3","45.9","18.2","0.16","-0.08","-0.23","N/A","N/A","N/A","22-21-0","0.512"
"10903","The Ionizers","789","80.4","1563","1597","18.5","41.4","20.5","0.17","-0.05","-0.34","2026new","Newton Division","8","16-20-0","0.444"
"3663","CPR - Cedar Park Robotics","790","80.3","1563","1597","26.7","43.9","9.7","0.25","-0.01","-0.34","N/A","N/A","N/A","25-21-0","0.543"
"5402","Wreckless Robotics","791","80.2","1563","1596","15.7","48.6","15.9","0.21","-0.06","-0.34","N/A","N/A","N/A","25-18-0","0.581"
"1160","Titanium Robotics","792","80.1","1562","1596","8","47.8","24.3","0.37","-0.12","-0.34","N/A","N/A","N/A","23-20-0","0.535"
"244","RoboDawgs 3D","793","80","1562","1596","10.1","46.5","23.4","0.23","0.01","-0.34","N/A","N/A","N/A","24-29-1","0.454"
"3770","BlitzCreek","794","79.9","1562","1596","24.2","35.4","20.4","-0.17","-0.25","-0.19","2026joh","Johnson Division","8","27-26-0","0.509"
"1126","SPARX","795","79.9","1562","1596","12.2","42.4","25.4","0.37","-0.23","-0.34","N/A","N/A","N/A","15-6-0","0.714"
"5716","PrepaTec - Keybot","796","79.9","1562","1596","13.1","44.9","21.9","0.4","-0.12","-0.34","N/A","N/A","N/A","9-4-0","0.692"
"7725","PrepaTec - NUTS & VOLTS","797","79.7","1562","1595","16.2","40.6","22.9","0.39","-0.17","-0.34","N/A","N/A","N/A","12-12-1","0.500"
"2438","'Iobotics","798","79.6","1562","1595","12.1","47.3","20.1","0.3","-0.17","-0.34","N/A","N/A","N/A","17-12-0","0.586"
"9277","Sparkans","799","79.5","1561","1595","12.6","41.9","25","0.08","-0.24","-0.34","2026joh","Johnson Division","8","13-22-0","0.371"
"4786","Nicolet FEAR","800","79.4","1561","1594","18.3","41.1","19.9","0.02","-0.18","-0.34","2026cur","Curie Division","8","37-23-0","0.617"
"353","POBots","801","79.4","1561","1594","21.4","35.7","22.2","0.16","-0.25","-0.34","2026mil","Milstein Division","8","19-13-0","0.594"
"302","The Dragons","802","79.4","1561","1594","14.8","54.9","9.7","-0.11","-0.07","-0.34","2026cur","Curie Division","8","32-27-0","0.542"
"3616","Team Phenomena","803","79.4","1561","1594","20.2","40.2","19","0.44","-0.16","-0.34","N/A","N/A","N/A","12-13-0","0.480"
"9085","SESI SENAI MEGA HARPY","804","79.3","1561","1594","7.9","47","24.3","0.54","-0.23","-0.34","N/A","N/A","N/A","15-10-0","0.600"
"857","Superior Roboworks","805","79.2","1561","1594","17.5","41.8","20","0.53","-0.23","-0.34","N/A","N/A","N/A","17-12-0","0.586"
"379","The RoboCats","806","79.2","1561","1594","8.5","47","23.8","0.35","-0.17","-0.34","N/A","N/A","N/A","11-10-0","0.524"
"4500","RoboHounds","807","79.2","1561","1594","20.5","44.4","14.4","0.37","-0.15","-0.34","N/A","N/A","N/A","18-11-0","0.621"
"10553","Orange Overdrive","808","79.2","1561","1594","23.9","34.7","20.6","-0.04","-0.17","-0.34","2026new","Newton Division","8","30-26-2","0.534"
"4917","Sir Lancerbot","809","79.2","1561","1594","21.1","45.6","12.5","0.21","-0.14","-0.34","N/A","N/A","N/A","20-22-0","0.476"
"7127","LongMetal Robotics","810","79.1","1561","1593","10.3","44.4","24.3","0.46","-0.15","-0.34","N/A","N/A","N/A","25-20-0","0.556"
"4926","GalacTech","811","79","1561","1593","23.2","38","17.9","0.15","-0.07","-0.34","N/A","N/A","N/A","20-25-0","0.444"
"5638","JukeBots","812","79","1561","1593","9.4","48.2","21.4","0.51","-0.23","-0.34","N/A","N/A","N/A","7-6-0","0.538"
"2648","Infinite Loop","813","79","1560","1593","9.8","50.6","18.7","0.19","-0.12","-0.34","N/A","N/A","N/A","21-22-0","0.488"
"288","The RoboDawgs","814","78.9","1560","1593","13.6","42.1","23.3","0.32","-0.1","-0.34","N/A","N/A","N/A","27-24-0","0.529"
"2603","Steel Stingers","815","78.9","1560","1593","13.8","42.8","22.3","0.3","-0.17","-0.34","N/A","N/A","N/A","12-14-1","0.463"
"348","Norwell Robotics","816","78.9","1560","1593","11.4","35.7","31.8","0.15","0.01","-0.34","N/A","N/A","N/A","33-30-0","0.524"
"862","Lightning Robotics","817","78.7","1560","1592","10.1","39.5","29","0.15","-0.15","-0.34","N/A","N/A","N/A","32-35-1","0.478"
"6695","GalvaKnights","818","78.6","1560","1592","11.9","48.3","18.4","0.16","0.07","-0.34","N/A","N/A","N/A","18-26-0","0.409"
"9047","TECHMAKER ROBOTICS","819","78.6","1560","1592","17","42.6","19","0.51","-0.23","-0.34","N/A","N/A","N/A","16-9-0","0.640"
"5801","CTC Inspire","820","78.5","1560","1592","9.4","44.2","24.9","0.29","-0.2","-0.34","2026arc","Archimedes Division","8","20-21-0","0.488"
"11227","Goose Goose Duck","821","78.4","1559","1592","11.7","48.5","18.2","0.13","-0.01","-0.34","N/A","N/A","N/A","15-25-0","0.375"
"8324","MECO Robotics","822","78.4","1559","1592","15.3","49.8","13.3","0.33","-0.23","-0.34","N/A","N/A","N/A","13-12-0","0.520"
"342","Burning Magnetos","823","78.2","1559","1591","8.5","42.3","27.4","0.25","-0.24","-0.34","N/A","N/A","N/A","30-18-0","0.625"
"7045","MCCrusaders","824","78.2","1559","1591","17.8","45.6","14.9","0.22","-0.14","-0.34","N/A","N/A","N/A","27-18-0","0.600"
"4472","SuperNOVA","825","78.2","1559","1591","12.6","42.6","23","0.25","-0.12","-0.34","N/A","N/A","N/A","23-20-0","0.535"
"6498","Castle Robotics","826","78","1559","1591","20.5","33","24.5","0.22","-0.19","-0.34","N/A","N/A","N/A","22-23-0","0.489"
"10202","NOVATRON","827","77.6","1558","1589","15.3","44.3","18","0.33","-0.24","-0.34","N/A","N/A","N/A","13-12-0","0.520"
"2704","Roaring Robotics","828","77.6","1558","1589","9.9","51.5","16.2","0.23","-0.23","-0.34","2026joh","Johnson Division","8","10-24-0","0.294"
"3950","RoboGym Robotics","829","77.5","1558","1589","21.2","42.3","14.1","0.43","-0.13","-0.34","N/A","N/A","N/A","11-13-0","0.458"
"9674","Trojan Power Robotics","830","77.4","1558","1589","16.1","36.9","24.3","0.46","-0.24","-0.34","N/A","N/A","N/A","12-16-0","0.429"
"93","NEW Apple Corps","831","77.3","1558","1589","12.3","40.5","24.5","0.11","-0.19","-0.34","N/A","N/A","N/A","27-19-0","0.587"
"5534","Onaway Onabots","832","77.2","1557","1589","16.4","40.1","20.7","0.06","-0.09","-0.34","2026dal","Daly Division","8","35-25-0","0.583"
"4381","Twisted Devils","833","77.2","1557","1588","17.7","42.8","16.7","0.2","0","-0.34","N/A","N/A","N/A","22-22-0","0.500"
"5635","Demacia","834","77.2","1557","1588","16.8","41.2","19.1","0.22","-0.21","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"1310","Runnymede Robotics","835","77.2","1557","1588","25.9","28.7","22.6","0.13","-0.01","-0.27","N/A","N/A","N/A","20-26-0","0.435"
"3561","RoboRaiders","836","76.9","1557","1588","9.2","41.6","26.1","0.06","-0.15","-0.34","N/A","N/A","N/A","22-21-0","0.512"
"2771","Code Red Robotics the Stray...","837","76.7","1556","1587","7.8","49.2","19.7","0.41","-0.24","-0.34","N/A","N/A","N/A","16-12-0","0.571"
"6740","G3 - Glue Gun & Glitter","838","76.7","1556","1587","16.7","41","19","0.22","-0.21","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"5892","Energy HEROs","839","76.6","1556","1587","14.9","45.9","15.8","0.34","-0.06","-0.34","N/A","N/A","N/A","21-23-0","0.477"
"9562","Royal Robotics","840","76.5","1556","1587","12.2","33.4","31","0.23","-0.02","-0.34","N/A","N/A","N/A","19-28-0","0.404"
"4944","The Hi Fives","841","76.5","1556","1586","4.8","48","23.7","0.41","-0.01","-0.24","N/A","N/A","N/A","16-14-0","0.533"
"11493","Pixel Knights","842","76.5","1556","1586","15","39.7","21.8","0.01","-0.12","-0.34","2026hop","Hopper Division","8","24-26-0","0.480"
"3419","RoHawks","843","76.4","1556","1586","16.2","38.9","21.3","-0.06","-0.24","-0.34","2026mil","Milstein Division","8","21-17-0","0.553"
"237","Black Magic Robotics","844","76.3","1556","1586","14.7","44.4","17.2","0.31","-0.08","-0.34","N/A","N/A","N/A","13-16-0","0.448"
"3184","Blaze Robotics","845","76.3","1556","1586","3.8","46","26.4","0.38","-0.12","-0.34","N/A","N/A","N/A","16-14-0","0.533"
"333","MEGALODONS","846","76.2","1555","1586","15.8","40.1","20.3","0.27","-0.17","-0.34","N/A","N/A","N/A","14-12-0","0.538"
"4159","CardinalBotics","847","76.1","1555","1586","11.5","46","18.6","0.31","-0.24","-0.34","N/A","N/A","N/A","12-14-0","0.462"
"7130","Future Shock","848","76.1","1555","1585","17.7","38.4","19.9","0.44","-0.23","-0.34","N/A","N/A","N/A","8-5-0","0.615"
"3739","Oakbotics","849","76","1555","1585","11.3","42.2","22.6","0.23","-0.02","-0.34","N/A","N/A","N/A","26-20-0","0.565"
"6424","Stealth Panther Robotics","850","76","1555","1585","11.4","48.8","15.9","0.51","-0.24","-0.34","N/A","N/A","N/A","25-17-0","0.595"
"3481","Bronc Botz","851","75.9","1555","1585","16.6","36.8","22.5","0.16","-0.08","-0.34","N/A","N/A","N/A","23-22-0","0.511"
"4320","The Joker","852","75.9","1555","1585","16.6","40.5","18.8","0.22","-0.21","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"5533","Electric Horse Power","853","75.8","1555","1585","14","39.5","22.4","0.25","-0.1","-0.34","N/A","N/A","N/A","23-21-0","0.523"
"7567","SESI SENAI OCTOPUS","854","75.8","1555","1585","8.9","40.2","26.8","0.24","-0.26","-0.34","2026cur","Curie Division","8","17-18-0","0.486"
"8727","Glitch 2.0","855","75.8","1555","1585","10.1","42.9","22.8","0.16","-0.18","-0.34","N/A","N/A","N/A","32-17-0","0.653"
"1287","Aluminum Assault","856","75.7","1555","1585","20.4","39.2","16.2","0.13","-0.22","-0.34","2026hop","Hopper Division","8","43-16-0","0.729"
"9036","Ramen Robotics","857","75.6","1555","1584","16.8","39.2","19.7","0.5","-0.24","-0.34","N/A","N/A","N/A","12-16-0","0.429"
"1389","The Body Electric","858","75.5","1554","1584","12.6","43.7","19.3","0.15","-0.07","-0.34","N/A","N/A","N/A","17-23-0","0.425"
"6364","Ten Ton","859","75.5","1554","1584","9.5","40.3","25.7","0.25","-0.23","-0.34","N/A","N/A","N/A","19-11-0","0.633"
"173","RAGE Robotics ⚙️","860","75.5","1554","1584","15","39.6","20.9","0.18","-0.14","-0.34","N/A","N/A","N/A","21-23-0","0.477"
"4976","Revolt Robotics","861","75.5","1554","1584","14.8","46.6","14","0.36","-0.1","-0.34","N/A","N/A","N/A","21-23-0","0.477"
"1601","Quantum Samurai","862","75.4","1554","1584","15.3","39.9","20.2","0.39","-0.23","-0.34","N/A","N/A","N/A","15-11-0","0.577"
"2823","The Automatons","863","75.4","1554","1584","15.5","41.6","18.3","0.46","-0.23","-0.34","N/A","N/A","N/A","16-11-0","0.593"
"4972","BORUSAN ROBOTICS","864","75.3","1554","1583","9.6","47.7","18","0.41","-0.23","-0.34","N/A","N/A","N/A","5-5-0","0.500"
"7546","Prepa Tec - MinerZ","865","75.3","1554","1583","15.2","38.1","22","0.5","-0.24","-0.34","N/A","N/A","N/A","14-10-0","0.583"
"6637","BetaWolves","866","75.2","1554","1583","16.6","49.4","9.2","0.29","-0.05","-0.34","N/A","N/A","N/A","22-20-0","0.524"
"8397","Astrobots","867","75.2","1554","1583","15.2","36.5","23.5","0.17","0.05","-0.34","N/A","N/A","N/A","25-24-0","0.510"
"9119","Iron Legends","868","75.1","1554","1583","10.4","43.3","21.4","0.1","-0.12","-0.34","N/A","N/A","N/A","21-21-0","0.500"
"8866","Innovation Robotics","869","75.1","1554","1583","20.7","37.8","16.6","0.13","-0.12","-0.34","N/A","N/A","N/A","19-26-0","0.422"
"10479","Powerhouse","870","75.1","1554","1583","11.6","47.9","15.6","0.43","-0.17","-0.34","N/A","N/A","N/A","13-9-0","0.591"
"10935","Krono","871","74.9","1553","1582","13.3","53.2","8.3","-0.09","0.03","-0.34","2026new","Newton Division","8","3-7-0","0.300"
"6114","Hamilton CyberHawks","872","74.8","1553","1582","10.9","41.3","22.6","0.22","-0.17","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"6753","CBA RoboKings","873","74.8","1553","1582","6.2","46.6","22","0.38","-0.09","-0.34","N/A","N/A","N/A","23-22-0","0.511"
"369","High Voltage Robotics","874","74.8","1553","1582","13.1","45.3","16.3","0.46","-0.16","-0.34","N/A","N/A","N/A","9-12-1","0.432"
"334","TechKnights","875","74.7","1553","1582","18.2","39.8","16.7","0.11","-0.28","-0.34","2026joh","Johnson Division","8","16-18-0","0.471"
"1148","Harvard Westlake Robotics","876","74.7","1553","1582","11.8","44.9","17.9","0.08","-0.11","-0.34","N/A","N/A","N/A","23-23-0","0.500"
"5012","Gryffingear","877","74.7","1553","1582","21.6","36.8","16.3","0.29","-0.18","-0.34","N/A","N/A","N/A","9-19-0","0.321"
"5708","Zebrotics","878","74.6","1553","1582","11.3","39.6","23.8","0.4","-0.17","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"6934","Scorps","879","74.6","1553","1582","11.6","36.2","26.9","0.35","-0.18","-0.34","N/A","N/A","N/A","13-15-0","0.464"
"2386","Trojans","880","74.6","1553","1582","19.4","35.3","19.9","0.19","-0.06","-0.27","N/A","N/A","N/A","19-22-0","0.463"
"1708","AMP'D Robotics","881","74.4","1552","1581","8.8","45.7","20","0.51","-0.23","-0.34","N/A","N/A","N/A","9-15-0","0.375"
"8114","Rocketeers","882","74.4","1552","1581","8","37.9","28.4","-0.03","-0.13","-0.34","N/A","N/A","N/A","16-24-0","0.400"
"810","The Mechanical Bulls","883","74.4","1552","1581","19.9","36.5","18","0.49","-0.16","-0.34","N/A","N/A","N/A","10-10-0","0.500"
"6619","GravitechX","884","74.3","1552","1581","13.7","45.5","15.1","0.44","-0.24","-0.34","N/A","N/A","N/A","13-15-0","0.464"
"2861","Infinity's End","885","74.2","1552","1581","12","44.4","17.8","0.49","-0.18","-0.34","N/A","N/A","N/A","16-14-0","0.533"
"7119","Sunset RoboBison","886","74.2","1552","1581","9.5","44.2","20.5","0.25","-0.11","-0.34","N/A","N/A","N/A","14-17-0","0.452"
"2928","Viking Robotics","887","74.2","1552","1580","25.2","37.9","11","0.43","-0.24","-0.34","N/A","N/A","N/A","13-17-0","0.433"
"2976","The Spartabots","888","74.1","1552","1580","12.6","42.2","19.4","0.08","-0.1","-0.34","N/A","N/A","N/A","16-22-0","0.421"
"4175","Coded Summit","889","74.1","1552","1580","14.2","43.6","16.3","0.35","-0.24","-0.34","N/A","N/A","N/A","12-13-1","0.481"
"4121","Viking  Robotics","890","73.9","1551","1580","13.1","39.7","21.1","0.35","-0.13","-0.34","N/A","N/A","N/A","13-15-0","0.464"
"9134","Tecmilenio - DEVOLT","891","73.8","1551","1580","12.1","44.2","17.6","0.39","-0.24","-0.34","N/A","N/A","N/A","15-13-0","0.536"
"1807","Redbird Robotics","892","73.8","1551","1579","22.7","28.1","23","-0.09","-0.01","-0.34","2026new","Newton Division","8","29-28-0","0.509"
"1072","Harker Robotics","893","73.6","1551","1579","20.3","35.9","17.4","0.27","-0.09","-0.34","N/A","N/A","N/A","25-18-0","0.581"
"2890","The Hawk Collective","894","73.6","1551","1579","14.3","34.8","24.5","0.01","-0.18","-0.34","N/A","N/A","N/A","23-20-0","0.535"
"706","Cyberhawks","895","73.6","1551","1579","10.3","36.4","27","0.08","-0.06","-0.34","N/A","N/A","N/A","21-26-0","0.447"
"231","High Voltage","896","73.6","1551","1579","12.9","45.9","14.8","0.34","-0.21","-0.34","N/A","N/A","N/A","24-19-0","0.558"
"5449","Prototype","897","73.5","1551","1579","16.2","44.5","12.8","0.47","-0.22","-0.34","N/A","N/A","N/A","4-5-0","0.444"
"8810","The Alphabots","898","73.4","1551","1578","15.7","38.9","18.8","0.13","-0.01","-0.34","N/A","N/A","N/A","6-5-0","0.545"
"10070","Ghost Bots","899","73.4","1551","1578","22.9","34.8","15.6","-0.01","0.04","-0.34","N/A","N/A","N/A","18-24-0","0.429"
"5181","Explorer Robotics","900","73.4","1550","1578","20.3","30.1","23","0.1","-0.19","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","43-29-0","0.597"
"3357","COMETS","901","73.2","1550","1578","10.5","41.5","21.3","0.24","-0.1","-0.34","N/A","N/A","N/A","23-20-0","0.535"
"2926","Robo Sparks","902","73.1","1550","1578","12.5","42.4","18.3","0.19","-0.09","-0.34","N/A","N/A","N/A","22-21-0","0.512"
"175","Buzz Robotics","903","73","1550","1577","16.4","35","21.5","0.19","-0.05","-0.34","N/A","N/A","N/A","22-22-0","0.500"
"4004","M.A.R.S. Rovers","904","72.9","1550","1577","9.9","45.7","17.3","0.4","-0.23","-0.34","N/A","N/A","N/A","14-16-0","0.467"
"447","Team Roboto","905","72.8","1549","1577","12","37.2","23.5","0.14","-0.19","-0.34","N/A","N/A","N/A","26-19-0","0.578"
"4828","RoboEagles","906","72.7","1549","1576","19.2","35.2","18.3","0.01","-0.18","-0.34","N/A","N/A","N/A","24-21-0","0.533"
"554","The Blue Grease Crew","907","72.6","1549","1576","11.2","48.1","13.4","0.27","-0.02","-0.34","N/A","N/A","N/A","6-4-0","0.600"
"2264","Trojan Robotics","908","72.6","1549","1576","20.3","33.9","18.4","0.41","-0.23","-0.34","N/A","N/A","N/A","7-6-0","0.538"
"4533","Phoenix","909","72.6","1549","1576","18","38.9","15.7","-0.02","-0.24","-0.34","N/A","N/A","N/A","20-25-0","0.444"
"9175","BrainMachine-FRC","910","72.6","1549","1576","16.4","37","19.2","0.47","-0.29","-0.34","2026dal","Daly Division","8","28-15-0","0.651"
"7072","O.G.R.E. (Opelika's Greates...","911","72.6","1549","1576","10.9","40.6","21.1","0.41","-0.23","-0.34","N/A","N/A","N/A","10-9-0","0.526"
"1746","Team OTTO","912","72.5","1549","1576","13.7","44.7","14.1","0.21","-0.19","-0.34","N/A","N/A","N/A","19-23-0","0.452"
"7790","Baywatch Robotics","913","72.4","1549","1576","10.9","41.1","20.4","0.59","-0.23","-0.34","N/A","N/A","N/A","17-11-0","0.607"
"967","Iron Lions","914","72.3","1549","1575","9.9","45.2","17.2","0.44","-0.23","-0.34","N/A","N/A","N/A","11-12-0","0.478"
"3504","Girls of Steel","915","72.3","1549","1575","11.3","37.4","23.6","0.31","-0.07","-0.34","N/A","N/A","N/A","12-8-0","0.600"
"2854","The Prototypes","916","72.3","1548","1575","11.9","45.9","14.5","0.43","-0.24","-0.34","N/A","N/A","N/A","11-18-0","0.379"
"2028","Phantom Robotics","917","72.2","1548","1575","6.7","48.1","17.5","0.45","-0.24","-0.34","N/A","N/A","N/A","15-11-1","0.574"
"5261","Cyber Shock","918","72.1","1548","1575","10.3","40.6","21.3","0.16","-0.1","-0.34","N/A","N/A","N/A","15-26-0","0.366"
"8248","ChainLynx","919","72","1548","1574","13.7","35","23.3","0.31","0.03","-0.34","N/A","N/A","N/A","19-22-0","0.463"
"7211","Hollywood","920","71.9","1548","1574","7.8","42.4","21.7","0.36","-0.17","-0.34","N/A","N/A","N/A","17-14-0","0.548"
"3688","Norsemen","921","71.9","1548","1574","18.4","27.8","25.7","0.21","-0.13","-0.34","N/A","N/A","N/A","18-25-0","0.419"
"11283","Melrose Gear Grinders","922","71.7","1547","1574","5.8","38.1","27.8","0.25","-0.23","-0.34","N/A","N/A","N/A","8-3-0","0.727"
"436","Purple Rain","923","71.6","1547","1574","17.5","33.3","20.8","0.4","-0.24","-0.34","N/A","N/A","N/A","19-12-0","0.613"
"5458","Digital Minds","924","71.5","1547","1573","13.3","36.4","21.9","0.25","-0.16","-0.34","N/A","N/A","N/A","12-15-1","0.446"
"4688","Saints Bot","925","71.5","1547","1573","16.7","37.8","17","0.17","-0.09","-0.34","N/A","N/A","N/A","17-24-0","0.415"
"1683","Techno Titans","926","71.4","1547","1573","17.6","38.9","15","0.24","-0.19","-0.34","N/A","N/A","N/A","29-17-1","0.628"
"10988","Desert Storm","927","71.4","1547","1573","9.7","44.6","17.1","0.21","-0.12","-0.34","N/A","N/A","N/A","12-10-0","0.545"
"5667","The Digital Eagles","928","71.4","1547","1573","18.3","37.5","15.6","0.41","-0.17","-0.34","N/A","N/A","N/A","9-12-0","0.429"
"7782","Wolverine Circuit Breakers","929","71.3","1547","1573","11.7","38.8","20.8","0.34","-0.17","-0.34","N/A","N/A","N/A","11-17-0","0.393"
"2342","Team Phoenix","930","71.3","1547","1573","11.1","36.5","23.7","0.29","-0.08","-0.34","N/A","N/A","N/A","12-18-0","0.400"
"5962","perSEVERE","931","71.3","1547","1573","16.8","36.4","18.1","0.21","0.01","-0.34","N/A","N/A","N/A","21-22-0","0.488"
"3065","Jatt High School","932","71.2","1547","1573","15.5","38","17.7","0.21","-0.21","-0.33","N/A","N/A","N/A","0-0-0","0.000"
"5115","Knight Riders","933","71.2","1547","1572","13.6","41.3","16.3","0.37","-0.07","-0.34","N/A","N/A","N/A","15-15-0","0.500"
"6421","WarriorBots","934","71.1","1546","1572","11.7","34.8","24.6","0.15","-0.25","-0.34","N/A","N/A","N/A","28-21-1","0.570"
"781","Kinetic Knights","935","71","1546","1572","14.3","31","25.8","0.18","-0.14","-0.34","N/A","N/A","N/A","22-22-0","0.500"
"4778","Stormbots","936","71","1546","1572","11.7","40.3","19","0.5","-0.23","-0.34","N/A","N/A","N/A","19-9-0","0.679"
"365","Miracle Workerz","937","70.9","1546","1572","13.4","38","19.5","0.15","-0.07","-0.34","N/A","N/A","N/A","18-23-0","0.439"
"6998","Unipards","938","70.9","1546","1572","12","38.4","20.5","0.06","-0.16","-0.34","2026dal","Daly Division","8","13-11-0","0.542"
"558","Elm City Robo Squad","939","70.8","1546","1571","15.8","33.9","21.1","0.28","-0.15","-0.34","N/A","N/A","N/A","18-24-0","0.429"
"7918","ReCuRsIoN","940","70.7","1546","1571","12","40.3","18.4","0.16","-0.24","-0.34","N/A","N/A","N/A","27-20-0","0.574"
"10219","Bathtub Chickens","941","70.7","1546","1571","14.3","36.4","19.9","0.22","-0.1","-0.34","N/A","N/A","N/A","8-14-0","0.364"
"75","RoboRaiders","942","70.6","1546","1571","13.5","35.3","21.9","0.17","-0.19","-0.34","N/A","N/A","N/A","19-22-0","0.463"
"4504","B. C. Robotics","943","70.6","1546","1571","11.6","42.1","16.9","0.31","-0.11","-0.34","N/A","N/A","N/A","14-11-0","0.560"
"4687","Spartobots","944","70.6","1546","1571","10.9","44","15.8","0.32","-0.23","-0.34","N/A","N/A","N/A","12-12-0","0.500"
"8096","Cache Money","945","70.6","1545","1571","14.3","41.8","14.5","0.43","-0.24","-0.34","N/A","N/A","N/A","14-14-0","0.500"
"6639","The Mechanical Minds","946","70.5","1545","1571","15.7","37.6","17.2","-0.14","-0.23","-0.34","2026hop","Hopper Division","8","25-28-0","0.472"
"1648","G3 Robotics","947","70.5","1545","1571","18.4","37","15.1","-0.14","-0.14","-0.34","2026arc","Archimedes Division","8","46-30-1","0.604"
